id,created_at,user_id,product_id,quantity,unit_price
1351,2019-06-19T12:56:37.033Z,179,35,9,47.690000
1297,2019-08-29T01:30:29.787Z,170,61,9,15.690000
1296,2018-08-04T07:36:34.389Z,170,189,9,62.180000
1291,2019-08-27T14:24:29.311Z,170,41,9,42.340000
1249,2019-08-26T05:20:50.051Z,159,148,9,92.650000
1239,2017-06-01T02:23:10.202Z,158,51,9,50.430000
1119,2018-08-10T00:29:53.034Z,151,99,9,45.220000
911,2018-08-12T15:41:25.770Z,124,180,9,45.550000
683,2019-08-24T16:05:43.329Z,87,35,9,47.690000
637,2019-08-16T13:48:23.913Z,77,151,9,61.080000
606,2017-08-04T22:04:44.584Z,74,117,9,36.680000
603,2018-08-07T15:09:59.738Z,74,119,9,28.960000
598,2018-08-20T19:34:06.505Z,74,11,9,88.300000
597,2019-08-23T20:15:03.319Z,74,159,9,23.690000
419,2017-08-11T03:41:44.510Z,58,146,9,84.030000
400,2017-08-17T17:53:28.363Z,57,34,9,49.540000
361,2017-08-21T10:43:27.540Z,52,199,9,76.950000
334,2019-08-21T22:26:01.217Z,49,46,9,78.700000
247,2019-08-04T14:14:32.044Z,40,88,9,70.280000
195,2016-06-12T00:42:35.099Z,34,45,9,78.700000
158,2019-08-18T01:58:34.250Z,23,78,9,27.740000
1823,2017-10-27T23:52:41.973Z,259,166,8,25.540000
1558,2018-08-03T10:27:03.809Z,223,197,8,46.760000
1206,2019-06-06T03:01:19.015Z,155,49,8,87.620000
1200,2019-08-01T00:37:19.643Z,155,126,8,83.500000
602,2017-08-20T12:52:59.111Z,74,85,8,36.600000
2081,2019-08-12T11:47:31.266Z,290,24,8,74.870000
1968,2017-08-12T08:36:29.766Z,275,75,8,83.880000
1912,2019-06-03T15:24:17.024Z,269,132,8,85.250000
1842,2019-06-30T12:47:12.596Z,261,46,8,78.700000
1737,2019-08-12T16:00:33.288Z,244,72,8,94.800000
1729,2018-08-15T12:44:21.493Z,243,81,8,29.290000
1718,2020-03-30T17:56:20.895Z,240,32,8,71.430000
1695,2019-10-29T09:52:49.516Z,236,165,8,25.540000
1674,2017-08-22T03:04:23.100Z,235,55,8,63.850000
1666,2019-08-14T13:13:50.935Z,234,110,8,37.020000
1663,2018-06-11T00:22:23.837Z,234,151,8,61.080000
1657,2018-08-22T19:39:11.630Z,234,4,8,73.990000
1636,2019-08-10T02:40:20.267Z,232,88,8,70.280000
1633,2016-08-22T14:28:59.059Z,232,66,8,90.770000
1576,2019-06-13T19:46:54.443Z,224,81,8,29.290000
1470,2017-10-03T02:14:50.274Z,208,82,8,40.600000
1327,2017-10-13T21:22:36.627Z,174,134,8,28.330000
1299,2018-08-02T20:14:52.676Z,170,55,8,63.850000
1220,2017-08-20T10:04:37.717Z,155,17,8,53.290000
1130,2016-10-24T06:46:13.879Z,151,166,8,25.540000
1086,2019-06-22T19:09:02.197Z,150,119,8,28.960000
1022,2017-03-04T19:50:54.201Z,141,68,8,76.830000
990,2019-06-25T03:58:06.198Z,138,19,8,42.670000
978,2019-08-23T06:50:22.179Z,138,182,8,56.330000
959,2019-10-07T04:18:49.467Z,134,21,8,40.380000
878,2017-08-13T15:55:41.781Z,117,135,8,30.540000
819,2017-08-27T22:42:03.891Z,111,57,8,81.610000
795,2019-06-25T12:44:50.110Z,107,153,8,44.530000
634,2019-08-04T04:11:38.248Z,77,172,8,81.580000
566,2016-08-23T10:12:52.767Z,70,142,8,46.900000
554,2019-10-30T20:36:47.512Z,70,84,8,54.580000
506,2019-10-27T05:39:57.067Z,65,35,8,47.690000
341,2019-10-04T18:38:56.697Z,49,84,8,54.580000
335,2019-06-28T16:18:51.950Z,49,179,8,45.550000
224,2017-08-16T14:56:15.036Z,37,116,8,76.280000
185,2018-06-08T20:22:55.203Z,33,103,8,31.360000
183,2018-08-25T14:09:48.528Z,32,87,8,78.170000
69,2019-06-28T14:19:18.995Z,12,183,8,37.800000
2060,2019-08-10T21:02:21.193Z,287,171,7,70.050000
1894,2019-10-22T08:48:36.099Z,268,132,7,85.250000
1854,2017-10-21T09:15:32.842Z,261,65,7,45.490000
1843,2019-10-22T10:59:01.488Z,261,122,7,66.560000
1817,2018-06-16T04:18:22.510Z,256,177,7,85.880000
1694,2016-10-03T22:17:23.915Z,236,21,7,40.380000
1287,2018-06-22T16:43:29.830Z,169,174,7,74.410000
1032,2018-10-30T22:53:45.877Z,142,193,7,33.590000
846,2018-10-26T18:58:02.686Z,113,44,7,50.900000
826,2018-08-21T13:17:56.519Z,111,73,7,47.750000
794,2018-06-22T01:17:43.543Z,107,196,7,46.760000
575,2018-10-22T18:24:55.118Z,72,123,7,73.950000
8,2019-06-17T02:37:41.693Z,1,65,7,45.490000
2139,2017-08-21T18:05:23.315Z,303,79,7,27.740000
2135,2019-08-22T20:10:08.448Z,301,113,7,73.650000
2126,2018-08-22T06:09:56.229Z,300,60,7,19.870000
2122,2017-07-21T23:16:15.752Z,300,174,7,74.410000
2096,2017-08-24T03:52:02.187Z,295,7,7,98.820000
1990,2019-06-12T04:43:44.013Z,276,189,7,62.180000
1982,2017-06-02T16:00:08.878Z,275,94,7,72.810000
1981,2019-06-13T21:28:50.544Z,275,121,7,26.960000
1945,2018-08-06T07:05:22.237Z,271,200,7,48.800000
1926,2018-06-01T19:39:08.915Z,271,191,7,85.720000
1920,2019-10-09T14:56:40.756Z,270,48,7,82.140000
1919,2017-08-11T05:08:04.143Z,270,12,7,77.340000
1881,2019-08-21T15:25:38.461Z,266,88,7,70.280000
1847,2017-08-09T21:35:36.296Z,261,92,7,83.260000
1808,2019-06-30T00:36:19.921Z,256,172,7,81.580000
1770,2018-08-07T23:35:25.901Z,246,28,7,45.420000
1725,2019-07-12T11:58:36.012Z,243,169,7,39.690000
1720,2019-06-05T13:48:55.642Z,240,22,7,21.420000
1705,2017-10-27T19:33:08.334Z,240,78,7,27.740000
1687,2018-06-27T01:33:24.673Z,236,17,7,53.290000
1686,2017-09-09T05:24:26.465Z,236,122,7,66.560000
1675,2019-08-12T08:58:44.632Z,235,84,7,54.580000
1641,2017-07-25T16:20:10.223Z,233,103,7,31.360000
1640,2019-10-29T15:46:42.837Z,233,10,7,31.790000
1631,2018-08-07T03:38:11.002Z,232,64,7,95.610000
1599,2019-08-16T10:42:43.785Z,226,32,7,71.430000
1577,2019-10-25T03:08:53.418Z,224,159,7,23.690000
1522,2019-08-10T21:34:12.006Z,217,147,7,44.430000
1519,2019-08-24T11:26:19.530Z,217,25,7,45.750000
1471,2017-08-08T20:28:22.106Z,210,63,7,89.010000
1455,2018-10-27T23:04:31.821Z,208,103,7,31.360000
1451,2017-10-25T07:39:31.560Z,205,180,7,45.550000
1436,2019-08-13T21:20:42.098Z,204,14,7,25.100000
1361,2017-09-27T09:12:02.810Z,181,127,7,89.650000
1343,2018-07-28T23:47:38.505Z,177,128,7,50.050000
1313,2018-09-17T12:25:08.509Z,173,164,7,61.980000
1290,2019-08-11T09:19:34.411Z,169,182,7,56.330000
1282,2019-08-02T11:53:32.232Z,169,139,7,51.190000
1272,2017-06-15T13:25:27.122Z,164,100,7,45.220000
1260,2018-09-20T15:12:14.890Z,159,183,7,37.800000
1248,2019-10-02T08:13:11.879Z,159,124,7,73.950000
1222,2016-10-11T00:23:59.995Z,155,9,7,58.310000
1131,2018-08-31T07:43:01.747Z,151,58,7,52.100000
1123,2018-08-18T20:25:12.036Z,151,171,7,70.050000
1118,2018-10-30T18:57:57.559Z,151,51,7,50.430000
1087,2017-09-14T00:51:26.236Z,150,175,7,78.220000
1081,2018-08-08T20:15:41.412Z,149,126,7,83.500000
1030,2018-09-29T14:49:34.354Z,142,131,7,75.410000
981,2016-08-18T14:57:43.218Z,138,36,7,87.290000
971,2018-07-06T12:23:18.031Z,136,142,7,46.900000
960,2019-09-05T21:28:17.856Z,134,78,7,27.740000
958,2019-09-21T12:40:51.326Z,134,7,7,98.820000
957,2018-06-20T09:17:28.741Z,134,61,7,15.690000
936,2019-08-16T18:27:41.577Z,129,96,7,69.880000
934,2017-06-21T20:32:06.781Z,129,15,7,25.100000
927,2018-06-15T08:38:51.916Z,128,41,7,42.340000
910,2019-10-11T02:51:02.594Z,124,56,7,24.250000
908,2017-08-28T03:46:28.288Z,124,93,7,33.210000
903,2019-06-30T03:03:18.770Z,124,17,7,53.290000
899,2018-06-13T14:11:02.559Z,124,66,7,90.770000
884,2019-10-28T04:12:37.128Z,118,25,7,45.750000
874,2017-07-30T14:11:50.795Z,117,58,7,52.100000
808,2018-08-01T15:01:17.689Z,108,110,7,37.020000
677,2016-08-03T20:49:04.297Z,86,175,7,78.220000
675,2019-08-21T14:39:27.466Z,86,26,7,45.420000
640,2017-10-29T04:11:17.285Z,80,155,7,29.180000
636,2018-10-20T00:23:26.428Z,77,183,7,37.800000
609,2019-10-13T12:41:18.075Z,74,123,7,73.950000
608,2019-08-06T02:00:50.320Z,74,195,7,73.190000
607,2019-08-04T08:22:40.238Z,74,1,7,29.460000
605,2017-07-10T21:19:28.881Z,74,85,7,36.600000
604,2018-07-14T11:25:18.816Z,74,193,7,33.590000
596,2018-10-30T15:18:36.464Z,74,10,7,31.790000
557,2019-06-26T16:08:04.058Z,70,144,7,40.800000
550,2018-06-16T14:36:07.171Z,69,93,7,33.210000
525,2017-08-12T18:39:04.103Z,68,139,7,51.190000
505,2019-06-29T08:12:07.527Z,65,70,7,38.330000
475,2019-10-11T09:47:07.483Z,65,197,7,46.760000
474,2017-10-31T07:22:14.001Z,65,113,7,73.650000
470,2019-08-18T07:26:43.339Z,65,63,7,89.010000
437,2018-06-03T08:17:10.250Z,60,139,7,51.190000
385,2017-07-14T11:37:30.265Z,56,124,7,73.950000
382,2019-08-26T12:44:21.445Z,56,142,7,46.900000
363,2017-08-02T20:06:15.705Z,53,176,7,38.620000
359,2019-08-13T02:18:29.568Z,52,2,7,70.080000
326,2019-06-15T07:53:27.147Z,48,108,7,33.400000
299,2019-09-27T08:23:09.843Z,47,82,7,40.600000
280,2018-10-17T19:07:02.234Z,44,8,7,65.890000
279,2017-08-10T08:29:32.145Z,44,60,7,19.870000
272,2018-06-15T16:19:39.973Z,42,129,7,98.780000
265,2017-08-18T03:33:03.727Z,42,146,7,84.030000
249,2019-10-03T20:34:21.626Z,40,107,7,33.400000
245,2019-10-21T16:56:04.968Z,40,130,7,50.020000
244,2018-08-30T06:58:11.546Z,40,152,7,32.600000
241,2017-10-05T03:52:29.098Z,40,175,7,78.220000
206,2018-06-22T06:02:43.700Z,36,25,7,45.750000
189,2019-10-16T15:52:56.344Z,34,74,7,34.090000
176,2018-10-16T01:03:54.433Z,29,154,7,54.580000
173,2018-10-22T18:56:58.539Z,29,91,7,43.400000
170,2019-08-03T08:33:03.555Z,24,118,7,38.420000
165,2019-08-14T12:35:14.039Z,24,10,7,31.790000
164,2018-10-22T09:59:09.117Z,24,33,7,31.830000
89,2016-08-28T16:44:40.361Z,16,90,7,82.080000
88,2019-08-10T01:39:40.313Z,16,14,7,25.100000
73,2019-08-18T02:49:20.543Z,12,122,7,66.560000
32,2018-06-04T05:11:15.294Z,7,82,7,40.600000
12,2018-06-26T23:21:13.271Z,3,7,7,98.820000
1872,2017-10-02T00:48:11.506Z,265,74,7,34.090000
1869,2017-09-25T15:08:36.876Z,265,55,7,63.850000
1861,2018-10-01T08:05:18.022Z,265,189,7,62.180000
1656,2018-10-25T15:51:44.697Z,234,8,7,65.890000
1653,2018-08-16T05:39:53.813Z,234,186,7,65.980000
850,2017-08-06T17:40:16.810Z,113,119,7,28.960000
849,2018-08-15T05:42:43.041Z,113,185,7,26.380000
692,2019-06-25T18:19:58.956Z,87,103,7,31.360000
112,2018-06-12T04:48:40.715Z,17,115,7,51.940000
1210,2017-06-20T18:23:42.777Z,155,158,6,93.260000
1218,2019-06-09T05:49:02.348Z,155,106,6,35.150000
1214,2019-09-28T11:05:35.414Z,155,190,6,85.720000
1213,2016-10-05T09:18:59.743Z,155,67,6,27.500000
1212,2016-06-13T09:02:30.147Z,155,94,6,72.810000
1204,2019-08-19T02:19:30.002Z,155,68,6,76.830000
1198,2019-08-16T16:55:19.884Z,155,26,6,45.420000
1190,2016-09-20T07:18:23.260Z,155,132,6,85.250000
2100,2018-06-24T07:00:25.873Z,295,79,6,27.740000
2094,2017-06-07T11:53:10.636Z,295,190,6,85.720000
2092,2018-08-04T22:36:37.792Z,295,160,6,31.730000
1931,2018-08-18T08:20:29.065Z,271,41,6,42.340000
1732,2017-10-14T13:44:12.372Z,244,191,6,85.720000
1639,2019-06-05T03:27:33.956Z,233,49,6,87.620000
1481,2018-09-25T13:08:13.730Z,213,63,6,89.010000
1420,2017-10-13T17:32:17.497Z,200,147,6,44.430000
1384,2019-07-09T14:23:31.573Z,186,111,6,37.020000
1360,2019-05-21T04:14:05.818Z,181,94,6,72.810000
1241,2019-07-12T19:51:31.975Z,158,185,6,26.380000
1181,2016-06-27T02:16:49.792Z,154,125,6,53.600000
1142,2019-09-04T10:41:22.880Z,153,82,6,40.600000
1012,2019-07-12T16:09:48.169Z,141,155,6,29.180000
724,2018-09-09T01:52:45.233Z,91,200,6,48.800000
577,2018-08-07T23:34:02.141Z,72,98,6,74.950000
445,2016-09-30T11:12:07.118Z,61,118,6,38.420000
426,2019-08-18T04:49:44.640Z,59,111,6,37.020000
364,2018-06-19T09:14:05.861Z,53,191,6,85.720000
1871,2018-09-10T02:05:33.136Z,265,156,6,20.410000
1870,2018-07-31T09:04:07.176Z,265,45,6,78.700000
1868,2019-09-06T23:15:37.746Z,265,62,6,89.010000
1669,2019-06-26T04:16:34.722Z,234,150,6,85.700000
1659,2017-08-24T05:40:46.743Z,234,139,6,51.190000
1557,2018-10-06T22:47:00.945Z,223,20,6,24.880000
1425,2018-08-28T22:44:04.684Z,201,79,6,27.740000
839,2018-08-23T01:24:32.123Z,113,107,6,33.400000
712,2017-07-27T01:53:01.655Z,87,171,6,70.050000
705,2019-07-17T09:39:31.567Z,87,2,6,70.080000
700,2019-08-27T01:29:20.679Z,87,167,6,65.140000
681,2019-05-19T05:54:34.615Z,87,124,6,73.950000
115,2017-08-30T06:13:52.097Z,18,191,6,85.720000
2130,2017-09-10T04:06:22.829Z,300,163,6,22.380000
2120,2019-05-30T21:13:54.870Z,300,88,6,70.280000
2118,2018-05-12T09:43:58.079Z,297,149,6,46.100000
2101,2018-06-20T08:39:37.984Z,295,10,6,31.790000
2083,2018-08-14T13:11:06.149Z,293,113,6,73.650000
2085,2019-08-16T11:22:42.726Z,293,191,6,85.720000
2065,2019-06-29T01:13:06.073Z,287,168,6,79.290000
2044,2018-08-12T11:06:38.446Z,285,50,6,35.760000
2005,2017-10-31T08:54:53.953Z,277,126,6,83.500000
2001,2018-10-30T10:45:30.628Z,276,154,6,54.580000
1960,2016-08-06T15:34:24.541Z,274,45,6,78.700000
1953,2018-10-18T00:35:15.716Z,272,29,6,82.380000
1952,2019-10-29T01:50:15.855Z,272,128,6,50.050000
1941,2018-06-26T21:11:39.758Z,271,80,6,36.610000
1915,2018-06-07T22:45:16.021Z,269,167,6,65.140000
1908,2018-10-08T00:42:48.970Z,269,67,6,27.500000
1895,2017-09-22T20:05:27.349Z,269,82,6,40.600000
1831,2018-07-24T08:19:16.258Z,260,75,6,83.880000
1826,2018-06-28T12:57:00.407Z,260,134,6,28.330000
1816,2019-06-25T00:33:50.610Z,256,67,6,27.500000
1791,2018-06-15T21:21:52.493Z,253,77,6,67.340000
1784,2017-09-24T01:37:33.307Z,251,125,6,53.600000
1782,2018-06-23T23:36:10.458Z,250,19,6,42.670000
1779,2019-08-22T14:40:24.554Z,250,11,6,88.300000
1738,2019-07-19T09:13:55.029Z,244,199,6,76.950000
1735,2018-10-21T23:50:34.526Z,244,78,6,27.740000
1731,2018-09-13T11:33:48.105Z,244,177,6,85.880000
1719,2018-08-23T23:01:43.220Z,240,150,6,85.700000
1693,2019-09-27T19:50:42.476Z,236,31,6,70.440000
1691,2018-09-02T22:22:38.927Z,236,160,6,31.730000
1678,2017-06-18T22:37:39.262Z,235,38,6,44.050000
1621,2019-09-27T01:54:10.850Z,229,194,6,33.590000
1620,2017-09-18T01:08:16.121Z,229,197,6,46.760000
1618,2018-08-19T11:42:23.663Z,229,35,6,47.690000
1619,2018-08-17T21:44:30.688Z,229,132,6,85.250000
1604,2018-06-12T15:10:04.697Z,226,158,6,93.260000
1578,2019-07-17T16:59:46.871Z,225,4,6,73.990000
1574,2019-09-30T12:09:09.722Z,224,9,6,58.310000
1573,2018-07-14T07:17:57.975Z,224,159,6,23.690000
1548,2019-06-03T00:40:50.413Z,222,173,6,81.580000
1542,2017-09-28T06:02:46.985Z,222,158,6,93.260000
1537,2018-08-20T06:38:19.574Z,221,1,6,29.460000
1534,2019-08-11T15:07:31.958Z,218,189,6,62.180000
1530,2018-08-08T03:25:56.908Z,218,111,6,37.020000
1504,2019-06-06T10:30:09.234Z,216,117,6,36.680000
1490,2017-10-28T19:20:33.157Z,213,90,6,82.080000
1489,2019-09-23T09:13:47.384Z,213,42,6,25.340000
1484,2018-10-27T01:27:44.226Z,213,83,6,54.580000
1477,2019-05-21T13:46:43.617Z,211,54,6,41.400000
1476,2018-05-04T01:26:12.027Z,211,16,6,44.070000
1466,2017-07-29T23:54:50.419Z,208,136,6,70.140000
1464,2019-07-20T16:01:55.656Z,208,1,6,29.460000
1462,2019-07-20T17:13:45.466Z,208,79,6,27.740000
1450,2019-05-19T07:22:10.545Z,205,84,6,54.580000
1460,2017-09-10T11:11:55.387Z,208,112,6,27.550000
1409,2019-08-20T00:56:04.925Z,199,129,6,98.780000
1408,2019-08-03T11:02:30.138Z,199,92,6,83.260000
1404,2018-10-27T00:27:05.773Z,198,184,6,77.400000
1399,2019-08-06T12:09:28.009Z,198,118,6,38.420000
1386,2018-08-24T23:06:47.215Z,186,14,6,25.100000
1382,2018-08-29T16:56:05.338Z,186,120,6,55.670000
1378,2017-06-24T01:50:45.961Z,184,25,6,45.750000
1353,2017-10-31T21:16:38.066Z,179,180,6,45.550000
1336,2019-05-20T08:13:05.720Z,177,148,6,92.650000
1329,2019-10-31T03:11:44.256Z,174,59,6,59.470000
1323,2019-08-21T14:42:48.205Z,173,133,6,45.650000
1316,2017-05-15T00:01:31.600Z,173,89,6,42.480000
1310,2018-09-15T03:04:03.965Z,173,24,6,74.870000
1300,2019-06-10T23:12:41.377Z,172,58,6,52.100000
1276,2018-06-09T22:59:07.457Z,167,145,6,40.800000
1269,2017-09-27T22:30:10.342Z,161,65,6,45.490000
1253,2019-10-03T05:04:56.792Z,159,169,6,39.690000
1252,2019-10-09T05:55:00.379Z,159,32,6,71.430000
1251,2019-10-21T17:15:40.299Z,159,41,6,42.340000
1250,2019-10-08T17:56:41.681Z,159,187,6,65.980000
1246,2019-06-22T10:29:09.988Z,158,72,6,94.800000
1238,2016-10-14T09:10:10.295Z,158,154,6,54.580000
1237,2018-09-16T00:23:19.943Z,158,84,6,54.580000
1135,2018-10-13T15:53:24.679Z,151,59,6,59.470000
1127,2018-05-24T14:18:12.225Z,151,73,6,47.750000
1120,2019-09-02T17:20:00.043Z,151,112,6,27.550000
1114,2018-10-02T22:17:05.090Z,151,48,6,82.140000
1113,2018-09-06T22:24:31.649Z,151,135,6,30.540000
1112,2017-09-07T08:39:03.180Z,151,47,6,56.050000
1078,2017-08-04T06:46:20.136Z,149,99,6,45.220000
1056,2019-06-21T09:20:03.373Z,148,160,6,31.730000
995,2019-08-04T06:05:42.989Z,138,132,6,85.250000
979,2019-05-06T15:33:14.180Z,138,1,6,29.460000
977,2018-08-01T11:53:21.079Z,138,187,6,65.980000
973,2019-10-08T16:40:09.655Z,136,144,6,40.800000
964,2019-06-24T20:08:49.806Z,136,140,6,44.540000
944,2019-08-12T01:35:29.677Z,129,11,6,88.300000
938,2018-06-04T05:41:53.224Z,129,42,6,25.340000
920,2019-10-02T02:42:41.286Z,128,17,6,53.290000
918,2018-06-23T19:39:24.280Z,128,121,6,26.960000
917,2018-10-07T01:28:58.125Z,125,87,6,78.170000
914,2019-06-21T01:33:48.900Z,125,88,6,70.280000
891,2017-05-17T14:07:03.562Z,119,73,6,47.750000
873,2017-08-19T17:08:31.843Z,117,46,6,78.700000
869,2018-10-12T05:08:23.822Z,117,56,6,24.250000
861,2018-06-24T23:06:45.806Z,115,44,6,50.900000
858,2017-06-12T05:20:30.375Z,115,127,6,89.650000
773,2018-10-29T11:28:30.635Z,100,199,6,76.950000
765,2017-08-23T08:23:40.241Z,99,81,6,29.290000
758,2018-06-29T04:22:18.112Z,97,200,6,48.800000
749,2019-06-27T02:12:39.361Z,95,101,6,93.220000
746,2019-07-25T07:32:13.040Z,95,163,6,22.380000
744,2019-10-31T15:34:44.268Z,95,26,6,45.420000
727,2019-08-13T11:48:39.259Z,92,141,6,84.140000
680,2019-06-01T10:10:11.540Z,86,101,6,93.220000
679,2017-10-31T15:52:26.910Z,86,93,6,33.210000
633,2019-06-14T20:11:09.114Z,76,186,6,65.980000
610,2019-10-07T21:42:52.130Z,74,86,6,61.540000
601,2018-08-15T07:40:07.473Z,74,192,6,46.120000
599,2019-05-02T16:23:10.538Z,74,189,6,62.180000
593,2019-10-12T18:19:00.874Z,73,146,6,84.030000
568,2019-06-22T13:53:42.208Z,70,59,6,59.470000
564,2018-09-16T22:05:20.690Z,70,139,6,51.190000
556,2018-10-19T16:34:40.010Z,70,189,6,62.180000
545,2016-10-31T22:23:38.351Z,69,176,6,38.620000
522,2019-06-06T21:10:20.938Z,68,15,6,25.100000
518,2018-07-28T07:46:56.706Z,68,114,6,51.940000
507,2017-08-07T17:14:26.159Z,66,142,6,46.900000
504,2017-06-15T10:00:23.342Z,65,81,6,29.290000
490,2018-10-21T20:44:39.621Z,65,18,6,54.600000
482,2017-06-12T23:52:28.674Z,65,72,6,94.800000
469,2018-08-13T01:31:58.300Z,64,180,6,45.550000
451,2019-06-17T19:47:17.628Z,63,173,6,81.580000
449,2017-09-02T02:34:34.273Z,63,187,6,65.980000
444,2019-09-01T18:26:39.434Z,61,174,6,74.410000
429,2018-08-30T01:53:04.172Z,59,108,6,33.400000
420,2016-06-23T18:11:12.940Z,58,55,6,63.850000
416,2016-10-28T08:51:33.406Z,58,167,6,65.140000
407,2018-08-27T00:42:25.024Z,57,9,6,58.310000
353,2017-09-18T15:22:04.274Z,50,7,6,98.820000
352,2019-07-17T03:13:00.132Z,50,137,6,45.180000
274,2019-05-31T00:40:37.002Z,42,149,6,46.100000
273,2018-10-09T12:05:39.430Z,42,132,6,85.250000
256,2017-08-01T10:50:43.603Z,40,77,6,67.340000
255,2017-08-11T23:50:54.901Z,40,47,6,56.050000
236,2019-06-15T05:15:43.062Z,39,79,6,27.740000
227,2018-06-16T19:38:44.027Z,38,66,6,90.770000
220,2018-08-26T02:21:12.080Z,37,97,6,74.950000
212,2017-10-22T01:27:38.969Z,37,111,6,37.020000
210,2017-05-13T15:57:41.168Z,37,46,6,78.700000
208,2018-08-29T06:33:29.708Z,36,138,6,75.970000
203,2017-08-17T18:17:48.717Z,36,171,6,70.050000
198,2019-08-24T01:13:01.005Z,35,143,6,40.800000
181,2017-07-05T11:32:31.092Z,32,93,6,33.210000
179,2019-07-21T15:27:05.546Z,32,75,6,83.880000
177,2019-06-13T04:34:32.336Z,30,154,6,54.580000
146,2017-09-29T19:13:15.649Z,22,189,6,62.180000
140,2017-08-25T10:54:07.427Z,21,4,6,73.990000
131,2020-02-05T22:42:57.243Z,20,39,6,76.390000
86,2016-06-08T10:56:25.212Z,16,147,6,44.430000
85,2019-06-05T08:15:20.979Z,16,104,6,70.960000
62,2018-10-13T19:02:04.952Z,10,198,6,46.760000
44,2017-10-01T14:47:29.444Z,8,101,6,93.220000
31,2018-05-22T04:28:04.569Z,7,191,6,85.720000
24,2019-09-20T17:28:38.643Z,4,14,6,25.100000
11,2018-07-22T20:31:01.969Z,1,76,6,42.550000
4,2019-08-22T16:30:42.392Z,1,94,6,72.810000
2040,2018-10-02T07:35:36.067Z,285,52,5,69.120000
1644,2017-07-29T14:56:23.843Z,233,50,5,35.760000
1616,2019-08-06T20:25:34.978Z,229,61,5,15.690000
1580,2019-06-05T19:29:59.561Z,225,66,5,90.770000
1333,2018-05-06T15:10:40.712Z,176,93,5,33.210000
1217,2017-05-26T06:19:14.311Z,155,197,5,46.760000
945,2017-07-20T12:31:44.141Z,130,81,5,29.290000
907,2019-07-20T10:04:16.912Z,124,119,5,28.960000
825,2017-10-15T21:42:56.082Z,111,148,5,92.650000
752,2016-09-28T15:41:39.271Z,95,192,5,46.120000
742,2018-08-02T17:06:51.940Z,95,59,5,59.470000
716,2019-08-01T21:39:36.979Z,88,49,5,87.620000
548,2017-09-18T09:50:46.902Z,69,52,5,69.120000
381,2018-08-24T02:12:10.251Z,56,65,5,45.490000
67,2018-05-30T05:01:21.334Z,10,152,5,32.600000
1866,2017-05-16T22:50:12.578Z,265,136,5,70.140000
1672,2019-07-22T08:15:56.511Z,234,106,5,35.150000
1660,2018-07-26T16:45:05.629Z,234,3,5,35.390000
1651,2019-09-28T02:49:44.025Z,234,31,5,70.440000
1567,2019-09-15T15:16:27.741Z,223,150,5,85.700000
1565,2018-07-31T12:35:05.490Z,223,68,5,76.830000
1559,2019-07-25T02:33:15.991Z,223,142,5,46.900000
